Country,Region,Happiness Rank,Happiness Score,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Generosity,Trust (Government Corruption),Dystopia Residual
Romania,Central and Eastern Europe,46,6.139999866485600,1.2746505737304700,0.8320383429527280,0.5945364236831670,0.5637512803077700,0.04480811953544620,0.0006828740006312730,2.8295798301696800
Kuwait,Middle East and Northern Africa,47,6.106100082397460,1.4608532190322900,0.8565274477005010,0.580199658870697,0.5905794501304630,0.12002494931221000,0.12952513992786400,2.3684098720550500
Serbia,Central and Eastern Europe,48,6.077899932861330,1.1009752750396700,0.923801600933075,0.6337515711784360,0.4816390573978420,0.18940389156341600,0.06635235249996190,2.682023286819460
El Salvador,Latin America and Caribbean,49,6.060500144958500,0.8449673056602480,0.6746991276741030,0.5645120739936830,0.6154946684837340,0.11604499071836500,0.16011211276054400,3.0846240520477300
Mauritius,Sub-Saharan Africa,50,6.048999786376950,1.1783559322357200,0.9960209131240850,0.5739279389381410,0.5903744697570800,0.15267452597618100,0.09585323184728620,2.4617674350738500
Latvia,Central and Eastern Europe,51,6.0320000648498500,1.285496473312380,1.04738187789917,0.5865048170089720,0.40496960282325700,0.08228651434183120,0.08899401128292080,2.5363523960113500
Colombia,Latin America and Caribbean,52,6.012400150299070,1.0207512378692600,0.8656936287879940,0.6148872971534730,0.5539491176605230,0.10004029422998400,0.06279616802930830,2.794320583343510
Hungary,Central and Eastern Europe,53,5.991600036621090,1.3006794452667200,1.0833665132522600,0.614849328994751,0.4540945887565610,0.06652212142944340,0.040280405431985900,2.4318156242370600
Thailand,Southeastern Asia,54,5.9847002029418900,1.1072834730148300,0.9573325514793400,0.595981776714325,0.6112027168273930,0.37545013427734400,0.028043940663337700,2.3093926906585700
Nicaragua,Latin America and Caribbean,55,5.972099781036380,0.6934829354286190,0.9042699933052060,0.6040265560150150,0.5525265336036680,0.2007615566253660,0.1758541315793990,2.841221570968630
Japan,Eastern Asia,56,5.940499782562260,1.3891404867172200,0.949250340461731,0.8384719491004940,0.5037634968757630,0.019542912021279300,0.1922464519739150,2.0480709075927700
Argentina,Latin America and Caribbean,57,5.929299831390380,1.1621180772781400,0.9798498749732970,0.6463438272476200,0.5436050891876220,0.06944077461957930,0.06720749288797380,2.4607203006744400
Portugal,Western Europe,58,5.928999900817870,1.3226773738861100,0.9391288161277770,0.7597060799598690,0.6205487847328190,0.028545835986733400,0.033171217888593700,2.225221872329710
Honduras,Latin America and Caribbean,59,5.9191999435424800,0.7032506465911870,0.7870002388954160,0.5927936434745790,0.578340470790863,0.24080146849155400,0.08327946066856380,2.933757781982420
Croatia,Central and Eastern Europe,60,5.881700038909910,1.2514064311981200,1.0385836362838700,0.7030100226402280,0.4525737464427950,0.11120563000440600,0.0,2.3249545097351100
Philippines,Southeastern Asia,61,5.880199909210210,0.8525596261024480,0.8275595903396610,0.4258730113506320,0.6513103246688840,0.12480349093675600,0.12600098550319700,2.872058153152470
South Korea,Eastern Asia,62,5.8454999923706100,1.4028633832931500,0.7580313086509710,0.8006598949432370,0.3532063961029050,0.13367602229118300,0.13536310195922900,2.261685609817510
Peru,Latin America and Caribbean,63,5.839600086212160,0.9862961173057560,0.8328760862350460,0.6227194666862490,0.5356666445732120,0.08744616061449050,0.030743280425667800,2.7438299655914300
Bosnia and Herzegovina,Central and Eastern Europe,64,5.8130998611450200,1.0322858095169100,0.9187120199203490,0.6179461479187010,0.3949841558933260,0.2613746225833890,0.005185090936720370,2.5826311111450200
Moldova,Central and Eastern Europe,65,5.76639986038208,0.9847458004951480,0.8880466818809510,0.5423614382743840,0.5358183979988100,0.1366494745016100,0.013474796898663000,2.665282726287840
Ecuador,Latin America and Caribbean,66,5.763999938964840,0.9354711174964910,0.8063560724258420,0.6400381922721860,0.5602772831916810,0.10729539394378700,0.061756402254104600,2.65283465385437
Kyrgyzstan,Central and Eastern Europe,67,5.743599891662600,0.664905846118927,0.9705217480659490,0.5014815926551820,0.6726455688476560,0.26580023765564000,0.020152518525719600,2.6481103897094700
Greece,Western Europe,68,5.722599983215330,1.2729252576828000,0.8114303946495060,0.7597255110740660,0.2433871477842330,0.0,0.0741005539894104,2.5609843730926500
Bolivia,Latin America and Caribbean,69,5.71589994430542,0.8421072363853460,0.7817600965499880,0.48575320839881900,0.5997694134712220,0.13753513991832700,0.06398770958185200,2.804988145828250
Mongolia,Eastern Asia,70,5.677199840545650,0.9659620523452760,1.0646692514419600,0.44162553548812900,0.39653781056404100,0.26332783699035600,0.052846044301986700,2.4922499656677200
Paraguay,Latin America and Caribbean,71,5.652599811553960,0.9827200174331670,0.9704357981681820,0.5487047433853150,0.6019546389579770,0.20631246268749200,0.03677328675985340,2.305724620819090
Montenegro,Central and Eastern Europe,72,5.58050012588501,1.1545517444610600,0.8913286924362180,0.6368666291236880,0.39687180519104000,0.16565334796905500,0.08102713525295260,2.2542030811309800
Dominican Republic,Latin America and Caribbean,73,5.545100212097170,1.1064739227294900,0.8792915344238280,0.5550658702850340,0.5814091563224790,0.10102569311857200,0.1435975432395940,2.178196907043460
North Cyprus,Western Europe,74,5.5355000495910600,1.3767735958099400,0.8059998750686650,0.8005865812301640,0.503215491771698,0.1958886682987210,0.19975294172763800,1.6533324718475300
Belarus,Central and Eastern Europe,75,5.5335001945495600,1.1242443323135400,1.0071513652801500,0.5598226189613340,0.3259836733341220,0.07034086436033250,0.1993880718946460,2.246565818786620
Russia,Central and Eastern Europe,76,5.477200031280520,1.2414637804031400,0.9918856620788570,0.5110024809837340,0.40922391414642300,0.11527172476053200,0.06040779873728750,2.147895574569700
Hong Kong S.A.R. of China,Eastern Asia,77,5.4766998291015600,1.5250036716461200,0.8407496809959410,0.892632246017456,0.40771162509918200,0.23190467059612300,0.3422622084617620,1.2363934516906700
Tajikistan,Central and Eastern Europe,78,5.46619987487793,0.5084927082061770,0.8946593403816220,0.49769994616508500,0.5478841662406920,0.1515914499759670,0.24660591781139400,2.619285821914670
Vietnam,Southeastern Asia,79,5.410799980163570,0.8167730569839480,0.8727545142173770,0.6159191131591800,0.6788038611412050,0.1242956593632700,0.09114488214254380,2.211146116256710
Libya,Middle East and Northern Africa,80,5.410299777984620,1.043562889099120,0.8209049105644230,0.43532291054725600,0.47374147176742600,0.13145598769187900,0.17393061518669100,2.3313448429107700
Malaysia,Southeastern Asia,81,5.384300231933590,1.2587281465530400,0.7973325252532960,0.5865665674209600,0.6240876317024230,0.2697087824344640,0.06379856169223790,1.7841253280639600
Indonesia,Southeastern Asia,82,5.3445000648498500,0.9535987973213200,0.7858453989028930,0.4333186745643620,0.5976222157478330,0.5412498116493230,0.04593485966324810,1.9869651794433600
Congo (Brazzaville),Sub-Saharan Africa,83,5.341700077056890,0.5177319645881650,0.3917429745197300,0.30685344338417100,0.3808508813381200,0.143914595246315,0.12414618581533400,3.4764866828918500
China,Eastern Asia,84,5.339099884033200,1.0613384246826200,0.7845351696014400,0.6650282740592960,0.6358493566513060,0.09279198944568630,0.11731239408254600,1.9822213649749800
Ivory Coast,Sub-Saharan Africa,85,5.306000232696530,0.6693159341812130,0.4089065492153170,0.05151302367448810,0.43771234154701200,0.17721492052078200,0.09239058941602710,3.468930244445800
Armenia,Central and Eastern Europe,86,5.282599925994870,0.996425986289978,0.757972776889801,0.585085928440094,0.5397685170173650,0.07861096411943440,0.19764414429664600,2.1270596981048600
Nepal,Southern Asia,87,5.268899917602540,0.5187152028083800,0.7024221420288090,0.4961959719657900,0.4876171052455900,0.28713729977607700,0.13509976863861100,2.641723871231080
Bulgaria,Central and Eastern Europe,88,5.265500068664550,1.1809667348861700,1.05475652217865,0.583357036113739,0.49417251348495500,0.1250273585319520,0.004608572460711000,1.8226251602172900
Maldives,Southern Asia,89,5.1975998878479,1.114727258682250,1.0150786638259900,0.6967308521270750,0.5746062397956850,0.20362809300422700,0.07314247637987140,1.5196609497070300
Azerbaijan,Central and Eastern Europe,90,5.17080020904541,1.0248488187789900,0.841063916683197,0.541015088558197,0.526176393032074,0.04279636964201930,0.27605313062667800,1.9188437461853000
Cameroon,Sub-Saharan Africa,91,5.1417999267578100,0.5428449511528020,0.5564934015274050,0.15864978730678600,0.4252331554889680,0.2047022134065630,0.05848970636725430,3.1953821182251000
Senegal,Sub-Saharan Africa,92,5.131800174713140,0.5180671811103820,0.5578997731208800,0.3566344976425170,0.38143807649612400,0.15796388685703300,0.08837924897670750,3.0714657306671100
Albania,Central and Eastern Europe,93,5.117400169372560,1.0079978704452500,0.5290025472640990,0.6463197469711300,0.4909774661064150,0.1684543937444690,0.02444419078528880,2.2502191066741900
North Macedonia,Central and Eastern Europe,94,5.101200103759770,1.068334698677060,0.7715405821800230,0.5352904796600340,0.44954949617385900,0.21244187653064700,0.021788299083709700,2.042292356491090
Ghana,Sub-Saharan Africa,95,5.088399887084960,0.6795001029968260,0.5951294302940370,0.2868667244911190,0.5168581008911130,0.268442839384079,0.058129776269197500,2.6835176944732700
Niger,Sub-Saharan Africa,96,5.074100017547610,0.161512091755867,0.4022373557090760,0.16698631644249000,0.5163938403129580,0.20000897347927100,0.15739163756370500,3.469615936279300
Turkmenistan,Central and Eastern Europe,97,5.066400051116940,1.0460201501846300,1.1721347570419300,0.4387519359588620,0.6022576093673710,0.36595067381858800,0.032710861414670900,1.4085655212402300
Gambia,Sub-Saharan Africa,98,5.051000118255620,0.3670482933521270,0.5114679336547850,0.21045416593551600,0.3836665451526640,0.4646662771701810,0.12332039326429400,2.990420341491700
Benin,Sub-Saharan Africa,99,5.045199871063230,0.5071606040000920,0.058385640382766700,0.19636300206184400,0.4572092890739440,0.1659182757139210,0.17768806219101000,3.482495069503780
Laos,Southeastern Asia,100,5.03000020980835,0.8077576756477360,0.5978697538375850,0.33038610219955400,0.6428588032722470,0.26830539107322700,0.17929458618164100,2.203568935394290
Bangladesh,Southern Asia,101,5.024600028991700,0.6354741454124450,0.5199570655822750,0.5140591859817510,0.6026487946510320,0.16100110113620800,0.16431772708892800,2.4271366596221900
Guinea,Sub-Saharan Africa,102,4.984300136566160,0.4200941026210790,0.3985123336315160,0.2056681215763090,0.3838695287704470,0.24973633885383600,0.1105109453201290,3.215928792953490
South Africa,Sub-Saharan Africa,103,4.956399917602540,0.9667996764183040,0.8945959210395810,0.2653753161430360,0.4473489820957180,0.1442687213420870,0.05086477845907210,2.1871659755706800
Turkey,Middle East and Northern Africa,104,4.9475998878479,1.2595365047454800,0.8091996908187870,0.5896127223968510,0.23613476753234900,0.09699594229459760,0.10442038625478700,1.8517045974731400
Pakistan,Southern Asia,105,4.934000015258790,0.6368905305862430,0.42349037528038000,0.32222461700439500,0.41838207840919500,0.25162047147750900,0.09716766327619550,2.7842156887054400
Morocco,Middle East and Northern Africa,106,4.918000221252440,0.7921851873397830,0.21943333745002700,0.5584077835083010,0.47675055265426600,0.034210167825222000,0.0879276767373085,2.749074935913090
Venezuela,Latin America and Caribbean,107,4.892199993133550,0.8516916632652280,0.897400438785553,0.5738962292671200,0.2842910885810850,0.07788644731044770,0.07186350971460340,2.1351816654205300
Georgia,Central and Eastern Europe,108,4.89139986038208,1.0303853750228900,0.46977394819259600,0.49831315875053400,0.48777320981025700,0.03242618218064310,0.18133533000946000,2.191350221633910
Algeria,Middle East and Northern Africa,109,4.8871002197265600,0.9457666277885440,0.7645167708396910,0.5519976615905760,0.11920929700136200,0.14427530765533400,0.11955289542675000,2.2417373657226600
Ukraine,Central and Eastern Europe,110,4.874800205230710,0.9785028696060180,0.958214282989502,0.5172648429870610,0.4170069396495820,0.1807764172554020,0.009901577606797220,1.8131084442138700
Iraq,Middle East and Northern Africa,111,4.854100227355960,0.9100210070610050,0.6378000974655150,0.3812561333179470,0.3017941117286680,0.15334570407867400,0.04089774563908580,2.428948163986210
Gabon,Sub-Saharan Africa,112,4.851799964904790,1.0368281602859500,0.7069745063781740,0.3616759479045870,0.4244368076324460,0.057598214596509900,0.06362553685903550,2.200615406036380
Burkina Faso,Sub-Saharan Africa,113,4.833799839019780,0.3643133342266080,0.47234976291656500,0.17866499722003900,0.3806396722793580,0.18235187232494400,0.12207324057817500,3.1333680152893100
Cambodia,Southeastern Asia,114,4.830399990081790,0.6026829481124880,0.6803444027900700,0.42588505148887600,0.7019068002700810,0.2101219892501830,0.06114954873919490,2.148313522338870
Mozambique,Sub-Saharan Africa,115,4.79449987411499,0.1827707290649410,0.6335669159889220,0.1961454153060910,0.608491837978363,0.2276327908039090,0.1625775694847110,2.7833642959594700
Nigeria,Sub-Saharan Africa,116,4.759300231933590,0.6629147529602050,0.6251448392868040,0.05114226043224340,0.4327877163887020,0.2123686522245410,0.0388517864048481,2.7361016273498500
Mali,Sub-Saharan Africa,117,4.723499774932860,0.3872072696685790,0.5899457931518560,0.10994572192430500,0.3839271366596220,0.1644725352525710,0.07169443368911740,3.0163002014160200
Iran,Middle East and Northern Africa,118,4.721199989318850,1.0303150415420500,0.5574936866760250,0.561313807964325,0.2747035622596740,0.33049440383911100,0.14358165860176100,1.823317289352420
Uganda,Sub-Saharan Africa,119,4.636499881744390,0.3640840947628020,0.7175764441490170,0.24009816348552700,0.3980002701282500,0.2673453986644750,0.053849924355745300,2.595520257949830
Liberia,Sub-Saharan Africa,120,4.625199794769290,0.22792436182498900,0.5801512002944950,0.2525760531425480,0.4301750063896180,0.22074152529239700,0.05704052373766900,2.8565616607666000
Kenya,Sub-Saharan Africa,121,4.606599807739260,0.6028255224227910,0.5079625248909000,0.3850586712360380,0.48283469676971400,0.3751075863838200,0.07263338565826420,2.180192232131960
Tunisia,Middle East and Northern Africa,122,4.596499919891360,0.9190146923065190,0.5145300030708310,0.5896722674369810,0.3335992395877840,0.05713280290365220,0.04424624145030980,2.13834285736084
Lebanon,Middle East and Northern Africa,123,4.583799839019780,1.0447436571121200,0.8678476214408880,0.5945366621017460,0.174581840634346,0.14004866778850600,0.026287246495485300,1.7357213497161900
Namibia,Sub-Saharan Africa,124,4.574100017547610,0.8822475671768190,0.8009064793586730,0.2620636522769930,0.41074398159980800,0.09079241752624510,0.059079643338918700,2.0683140754699700
Palestinian Territories,Middle East and Northern Africa,125,4.51669979095459,0.6460618376731870,0.8185746669769290,0.43374818563461300,0.3300917148590090,0.0819539800286293,0.07526784390211110,2.1310086250305200
Myanmar,Southeastern Asia,126,4.42579984664917,0.6657741665840150,0.7127127051353460,0.3408975899219510,0.6009678840637210,0.5199297666549680,0.17843978106975600,1.4070308208465600
Jordan,Middle East and Northern Africa,127,4.394599914550780,0.8897735476493840,0.6853954792022710,0.5833587646484380,0.45452260971069300,0.07917023450136190,0.1496649533510210,1.552751064300540
Chad,Sub-Saharan Africa,128,4.355400085449220,0.2545839548110960,0.3530394434928890,0.0,0.23956871032714800,0.21494224667549100,0.08445693552494050,3.208782196044920
Sri Lanka,Southern Asia,129,4.324999809265140,0.9904955625534060,0.8198546767234800,0.5927727222442630,0.5593722462654110,0.23939751088619200,0.04863446578383450,1.0745108127594000
Swaziland,Sub-Saharan Africa,130,4.30810022354126,0.8489258885383610,0.6932052373886110,0.07417500019073490,0.3225506842136380,0.06737956404685970,0.14736534655094100,2.1545329093933100
Comoros,Sub-Saharan Africa,131,4.288599967956540,0.4875239431858060,0.36737337708473200,0.2793918550014500,0.2018290013074880,0.24118231236934700,0.10122005641460400,2.610100269317630
Egypt,Middle East and Northern Africa,132,4.282700061798100,0.9542425274848940,0.6469902992248540,0.4258024990558620,0.4463527798652650,0.06917328387498860,0.0921931192278862,1.6479389667511000
Ethiopia,Sub-Saharan Africa,133,4.274700164794920,0.369729608297348,0.6788085699081420,0.33137476444244400,0.4506741464138030,0.2414661943912510,0.11403144150972400,2.088596820831300
Mauritania,Sub-Saharan Africa,134,4.227399826049810,0.6660717129707340,0.7487669587135320,0.27345725893974300,0.21839287877082800,0.11856285482645000,0.13292106986045800,2.0692670345306400
Madagascar,Sub-Saharan Africa,135,4.208499908447270,0.2658814787864690,0.502705991268158,0.3410077691078190,0.20737116038799300,0.18462075293064100,0.08685450255870820,2.6200110912323
Togo,Sub-Saharan Africa,136,4.106800079345700,0.2540275454521180,0.23949338495731400,0.20271246135234800,0.2891717553138730,0.20853717625141100,0.10655517876148200,2.8063154220581100
Zambia,Sub-Saharan Africa,137,4.073400020599370,0.5275959968566900,0.5517850518226620,0.23089599609375,0.48691749572753900,0.2274535447359090,0.07392022758722310,1.9748508930206300
Sierra Leone,Sub-Saharan Africa,138,3.849400043487550,0.2789907157421110,0.37712398171424900,0.099918894469738,0.40816107392311100,0.2427666187286380,0.04652806371450420,2.395932674407960
India,Southern Asia,139,3.8189001083374000,0.7406192421913150,0.31622985005378700,0.38282087445259100,0.6222656965255740,0.24624469876289400,0.10562895238399500,1.4051156044006300
Burundi,Sub-Saharan Africa,140,3.7753000259399400,0.0,0.06247328966856000,0.15501809120178200,0.2976396083831790,0.17239798605442000,0.21198521554470100,2.8757688999176000
Yemen,Middle East and Northern Africa,141,3.657900094985960,0.32949748635292100,0.8311890959739690,0.2722286581993100,0.26819995045661900,0.09226715564727780,0.08867911994457250,1.7758731842041000
Tanzania,Sub-Saharan Africa,142,3.623199939727780,0.43330812454223600,0.5395141243934630,0.2998630106449130,0.5492643117904660,0.3074494004249570,0.23108436167240100,1.2627263069152800
Haiti,Latin America and Caribbean,143,3.6149001121521000,0.2941065728664400,0.17326688766479500,0.22745640575885800,0.2574906051158910,0.4629477262496950,0.13921146094799000,2.060448408126830
Malawi,Sub-Saharan Africa,144,3.5999999046325700,0.1125684604048730,0.16761381924152400,0.2982420325279240,0.48424458503723100,0.21302472054958300,0.1340993493795400,2.1901979446411100
Lesotho,Sub-Saharan Africa,145,3.5118000507354700,0.450848251581192,0.7305609583854680,0.00699187908321619,0.4054553210735320,0.10281939804554000,0.015283909626305100,1.7998207807540900
Botswana,Sub-Saharan Africa,146,3.4665000438690200,1.0991977453231800,0.7244781851768490,0.3398677110672000,0.5386261940002440,0.027393924072384800,0.08846781402826310,0.6484599113464360
Rwanda,Sub-Saharan Africa,147,3.4147000312805200,0.3636244535446170,0.20218317210674300,0.406968891620636,0.626681387424469,0.22745664417743700,0.4926692843437200,1.095149040222170
Zimbabwe,Sub-Saharan Africa,148,3.1447999477386500,0.4567241668701170,0.6485522985458370,0.24323031306266800,0.3589070439338680,0.15708784759044600,0.07547120004892350,1.2048451900482200
Afghanistan,Southern Asia,149,2.522900104522710,0.37011992931366000,0.0,0.12644000351429000,0.0,0.12164115160703700,0.009569092653691770,1.8951408863067600
